"Years","CO2EQ","CO2","CH4","N2O","RF"
2143,403.59166,401.68653,1244.4933,342.37047,2.3134293
2144,403.13677,401.28131,1244.4961,342.33932,2.3167623
2145,402.70009,400.89375,1244.4949,342.30846,2.2945486
2146,402.28424,400.52523,1244.5137,342.27787,2.2450524
2147,401.88886,400.17404,1244.5779,342.24757,2.1956797
2148,401.50569,399.83204,1244.6866,342.21754,2.163764
2149,401.12375,399.4893,1244.8204,342.18778,2.1425791
2150,400.73785,399.14131,1244.9675,342.1583,2.1265168
2151,400.3474,398.78772,1245.123,342.12908,2.1146895
2152,399.95292,398.42927,1245.2826,342.10013,2.1562875
2153,399.54519,398.0595,1245.3949,342.07144,2.2245514
2154,399.12532,397.68091,1245.4328,342.04301,2.2538613
2155,398.71219,397.31021,1245.4369,342.01485,2.2576876
2156,398.31607,396.95616,1245.4364,341.98693,2.235955
2157,397.93956,396.62009,1245.4552,341.95928,2.1869274
2158,397.58227,396.3003,1245.5189,341.93187,2.1380101
2159,397.23602,395.98871,1245.6266,341.90472,2.1065369
2160,396.88999,395.67554,1245.7589,341.87781,2.0857818
2161,396.53912,395.35634,1245.9042,341.85114,2.0701377
2162,396.18289,395.03085,1246.0576,341.82472,2.0587175
2163,395.82185,394.69985,1246.2148,341.79854,2.1007126
2164,395.44698,394.357,1246.3245,341.7726,2.1693645
2165,395.05948,394.00489,1246.3596,341.74689,2.1990548
2166,394.67807,393.6601,1246.3609,341.72142,2.2032545
2167,394.3129,393.33128,1246.3575,341.69618,2.1818877
2168,393.96649,393.01974,1246.3732,341.67117,2.1332178
2169,393.63842,392.72374,1246.4337,341.64638,2.0846496
2170,393.32058,392.43525,1246.5381,341.62183,2.0535165
2171,393.00229,392.1446,1246.6671,341.59749,2.0330929
2172,392.67858,391.84744,1246.8091,341.57338,2.0177722
2173,392.34897,391.54354,1246.9591,341.54949,2.0066682
2174,392.01405,391.2337,1247.1129,341.52581,2.0489725
2175,391.66498,390.91172,1247.2192,341.50235,2.1179278
2176,391.30302,390.58024,1247.251,341.4791,2.1479169
2177,390.94672,390.25571,1247.249,341.45607,2.1524109
2178,390.60611,389.94668,1247.2422,341.43324,2.1313335
2179,390.28365,389.65441,1247.2547,341.41063,2.0829476
2180,389.97887,389.37713,1247.3119,341.38821,2.0346571
2181,389.68372,389.10687,1247.4131,341.36601,2.0037952
2182,389.38764,388.83404,1247.5389,341.344,1.9836366
2183,389.08573,388.55437,1247.6777,341.3222,1.9685751
2184,388.77757,388.26765,1247.8245,341.30059,1.9577249
2185,388.46376,387.97473,1247.9753,341.27918,2.0002782
2186,388.13561,387.6695,1248.0785,341.25796,2.0694786
2187,387.79445,387.35465,1248.1073,341.23694,2.0997099
2188,387.45867,387.04651,1248.1024,341.21611,2.1044433
2189,387.13817,386.75353,1248.0928,341.19547,2.0836021
2190,386.83535,386.47692,1248.1024,341.17501,2.0354484
2191,386.54969,386.21487,1248.1569,341.15475,1.9873855
2192,386.27319,385.95946,1248.2552,341.13466,1.9567462
2193,385.99539,385.70118,1248.3783,341.11476,1.9368054
2194,385.71149,385.43582,1248.5144,341.09504,1.9219573
2195,385.42107,385.16322,1248.6586,341.0755,1.9113167
2196,385.12479,384.88424,1248.8068,341.05614,1.9540759
2197,384.81407,384.59286,1248.9075,341.03696,2.0234796
2198,384.49029,384.29183,1248.9338,341.01794,2.0539124
2199,384.1717,383.99735,1248.9265,340.99911,2.0588456
2200,383.86809,383.71778,1248.9145,340.98044,2.038202
2201,383.58177,383.45425,1248.9217,340.96194,1.990243
2202,383.31219,383.20495,1248.9739,340.94361,1.9423713
2203,383.05139,382.96197,1249.0699,340.92545,1.9119191
2204,382.78901,382.71591,1249.1907,340.90746,1.8921616
2205,382.52032,382.4626,1249.3246,340.88962,1.8774934
2206,382.24493,382.20191,1249.4666,340.87195,1.8670297
2207,381.96352,381.93471,1249.6126,340.85444,1.9099631
2208,381.66763,381.6551,1249.7112,340.83709,1.9795392
2209,381.3587,381.36585,1249.7354,340.8199,2.0101433
2210,381.05482,381.08304,1249.7261,340.80287,2.0152469
2211,380.76568,380.81494,1249.7121,340.78599,1.9947722
2212,380.49351,380.56263,1249.7174,340.76926,1.9469799
2213,380.23773,380.32426,1249.7676,340.75268,1.8992719
2214,379.99041,380.09195,1249.8618,340.73626,1.8689802
2215,379.74129,379.85638,1249.9807,340.71998,1.8493801
2216,379.4857,379.61345,1250.1126,340.70386,1.8348666
2217,379.22328,379.36304,1250.2528,340.68788,1.8245551
2218,378.95471,379.10604,1250.397,340.67204,1.8676387
2219,378.67167,378.83665,1250.4938,340.65635,1.9373636
2220,378.37565,378.55765,1250.5163,340.64081,1.9681161
2221,378.08459,378.28503,1250.5053,340.6254,1.9733675
2222,377.80806,378.02696,1250.4897,340.61013,1.9530397
2223,377.54824,377.78445,1250.4933,340.59501,1.9053925
2224,377.30449,377.55563,1250.5419,340.58002,1.8578273
2225,377.06894,377.33266,1250.6344,340.56517,1.8276756
2226,376.8314,377.10629,1250.7517,340.55045,1.8082128
2227,376.58726,376.87246,1250.882,340.53586,1.7938344
2228,376.33619,376.63109,1251.0206,340.52141,1.783656
2229,376.0789,376.38308,1251.1633,340.50709,1.826871
2230,375.80717,376.12271,1251.2586,340.4929,1.8967264
2231,375.52253,375.85281,1251.2796,340.47884,1.9276093
2232,375.24279,375.58923,1251.2671,340.46491,1.932991
2233,374.97741,375.34006,1251.2501,340.45111,1.9127927
2234,374.7285,375.10628,1251.2523,340.43743,1.8652737
2235,374.4954,374.88595,1251.2995,340.42387,1.8178346
2236,374.27024,374.67128,1251.3905,340.41044,1.7878066
2237,374.04295,374.4531,1251.5064,340.39713,1.7684653
2238,373.80895,374.22739,1251.6354,340.38394,1.7542064
2239,373.56796,373.9941,1251.7727,340.37087,1.7441459
2240,373.32068,373.75412,1251.914,340.35792,1.7874774
2241,373.05902,373.50184,1252.008,340.34509,1.8574487
2242,372.78453,373.24011,1252.0277,340.33238,1.8884475
2243,372.5149,372.98467,1252.014,340.31978,1.8939453
2244,372.25949,372.74353,1251.9957,340.30729,1.8738626
2245,372.02035,372.51759,1251.9967,340.29492,1.8264581
2246,371.79675,372.30492,1252.0426,340.28266,1.7791318
2247,371.58089,372.09773,1252.1324,340.27052,1.7492144
2248,371.36276,371.88692,1252.2471,340.25848,1.7299817
2249,371.13785,371.66854,1252.3749,340.24655,1.7158296
2250,370.90589,371.44254,1252.5109,340.23474,1.7058746
2251,370.66759,371.20984,1252.6511,340.22302,1.7493105
2252,370.41497,370.96489,1252.7439,340.21142,1.8193857
2253,370.14964,370.71059,1252.7625,340.19992,1.8504888
2254,369.88913,370.46256,1252.7477,340.18853,1.856091
2255,369.64271,370.22872,1252.7282,340.17724,1.8361126
2256,369.41237,370.00993,1252.7281,340.16605,1.7888114
2257,369.19735,369.80422,1252.7729,340.15496,1.7415867
2258,368.98988,369.60385,1252.8617,340.14398,1.7117691
2259,368.78001,369.39976,1252.9752,340.13309,1.6926343
2260,368.5633,369.18806,1253.102,340.12231,1.6785787
2261,368.3395,368.96871,1253.237,340.11162,1.6687189
2262,368.10933,368.74266,1253.3761,340.10103,1.712249
2263,367.86491,368.50442,1253.4679,340.09054,1.7824182
2264,367.60788,368.25693,1253.4854,340.08014,1.8136157
2265,367.35566,368.0157,1253.4696,340.06983,1.8193126
2266,367.11742,367.78857,1253.4492,340.05962,1.7994289
2267,366.89509,367.57635,1253.4481,340.04951,1.7522216
2268,366.68786,367.37703,1253.4919,340.03948,1.7050893
2269,366.488,367.1829,1253.5796,340.02955,1.6753624
2270,366.28565,366.98498,1253.6922,340.0197,1.6563166
2271,366.0764,366.77941,1253.818,340.00995,1.6423486
2272,365.86002,366.56619,1253.952,340.00028,1.6325754
2273,365.63725,366.34625,1254.0902,339.99071,1.6761913
2274,365.40031,366.11421,1254.181,339.98122,1.746446
2275,365.15087,365.873,1254.1977,339.97181,1.7777296
2276,364.90624,365.63806,1254.1809,339.96249,1.7835131
2277,364.67548,365.41713,1254.1596,339.95326,1.7637159
2278,364.46047,365.21098,1254.1576,339.94411,1.7165945
2279,364.26038,365.01757,1254.2005,339.93504,1.6695468
2280,364.06747,364.82921,1254.2874,339.92606,1.6399028
2281,363.87198,364.63699,1254.3991,339.91716,1.6209384
2282,363.66955,364.4371,1254.5239,339.90834,1.6070505
2283,363.45997,364.22954,1254.6571,339.8996,1.5973565
2284,363.24399,364.01526,1254.7944,339.89094,1.6410508
2285,363.01391,363.78896,1254.8844,339.88235,1.7113838
2286,362.77145,363.5536,1254.9002,339.87385,1.7427464
2287,362.5338,363.32451,1254.8826,339.86542,1.7486095
2288,362.30992,363.10935,1254.8605,339.85707,1.7288918
2289,362.10165,362.90884,1254.8577,339.8488,1.6818494
2290,361.9081,362.72091,1254.8998,339.8406,1.6348795
2291,361.72159,362.53791,1254.9858,339.83247,1.6053117
2292,361.53241,362.35099,1255.0966,339.82442,1.5864221
2293,361.33625,362.15637,1255.2207,339.81645,1.5726078
2294,361.13292,361.95408,1255.3531,339.80854,1.5629866
2295,360.92318,361.74508,1255.4896,339.80071,1.606753
2296,360.69943,361.52413,1255.5788,339.79295,1.6771582
2297,360.46342,361.29423,1255.5938,339.78526,1.7085935
2298,360.23221,361.0706,1255.5755,339.77764,1.71453
2299,360.0147,360.86083,1255.5526,339.77008,1.6948859
2300,359.81265,360.66558,1255.549,339.7626,1.6479164
2301,359.62516,360.48278,1255.5903,339.75519,1.6010183
2302,359.44455,360.30479,1255.6756,339.74784,1.5715209
2303,359.26119,360.12281,1255.7857,339.74056,1.5527003
2304,359.07082,359.93311,1255.909,339.73334,1.5389541
2305,358.87327,359.73574,1256.0406,339.7262,1.5294
2306,358.6693,359.53167,1256.1765,339.71911,1.573233
2307,358.45141,359.31573,1256.2649,339.71209,1.6437049
2308,358.22138,359.09095,1256.2792,339.70514,1.6752076
2309,357.99616,358.87244,1256.2602,339.69825,1.6812121
2310,357.78455,358.66772,1256.2366,339.69142,1.6616362
2311,357.58828,358.47742,1256.2323,339.68465,1.6147344
2312,357.40639,358.29942,1256.2729,339.67794,1.567903
2313,357.23126,358.12611,1256.3575,339.6713,1.5384709
2314,357.05329,357.94876,1256.4669,339.66472,1.5197143
2315,356.86829,357.76367,1256.5895,339.65819,1.506031
2316,356.6761,357.57092,1256.7204,339.65173,1.4965392
2317,356.47749,357.37148,1256.8556,339.64532,1.5404339
2318,356.26504,357.16025,1256.9434,339.63897,1.6109676
2319,356.04057,356.94027,1256.957,339.63268,1.642533
2320,355.82093,356.72659,1256.9373,339.62645,1.6486007
2321,355.61483,356.52662,1256.9131,339.62028,1.6290883
2322,355.42393,356.34097,1256.9081,339.61416,1.5822497
2323,355.24726,356.16748,1256.9481,339.60809,1.5354803
2324,355.07721,355.99857,1257.032,339.60208,1.5061088
2325,354.90427,355.82557,1257.1407,339.59613,1.4874117
2326,354.72426,355.64482,1257.2626,339.59023,1.473787
2327,354.53705,355.45642,1257.393,339.58438,1.4643531
2328,354.34344,355.26133,1257.5275,339.57859,1.5083053
2329,354.13607,355.05453,1257.6147,339.57285,1.5788966
2330,353.9168,354.8391,1257.6277,339.56716,1.6105203
2331,353.70237,354.62997,1257.6074,339.56152,1.6166471
2332,353.50141,354.43449,1257.5825,339.55594,1.597194
2333,353.31554,354.25322,1257.577,339.5504,1.5504143
2334,353.14374,354.08399,1257.6163,339.54492,1.5037029
2335,352.97844,353.91923,1257.6996,339.53949,1.4743882
2336,352.81017,353.75033,1257.8077,339.5341,1.4557466
2337,352.63482,353.57367,1257.929,339.52877,1.4421765
2338,352.45228,353.38936,1258.0587,339.52348,1.4327966
2339,352.26332,353.19838,1258.1927,339.51824,1.4768023
2340,352.06071,352.99578,1258.2793,339.51305,1.5474474
2341,351.84631,352.78464,1258.2917,339.5079,1.5791257
2342,351.63677,352.57981,1258.2709,339.50281,1.5853079
2343,351.44064,352.38859,1258.2454,339.49776,1.5659103
2344,351.25947,352.21147,1258.2393,339.49275,1.5191859
2345,351.09223,352.04626,1258.278,339.48779,1.4725287
2346,350.93137,351.88542,1258.3607,339.48288,1.4432671
2347,350.76748,351.72039,1258.4682,339.47801,1.4246775
2348,350.5965,351.5476,1258.589,339.47318,1.4111585
2349,350.41831,351.36717,1258.7181,339.4684,1.4018291
2350,350.23373,351.18007,1258.8515,339.46366,1.445885
2351,350.03557,350.98144,1258.9376,339.45897,1.5165804
2352,349.82575,350.77437,1258.9495,339.45432,1.5483098
2353,349.62081,350.57364,1258.9281,339.44971,1.554544
2354,349.4292,350.38645,1258.9021,339.44514,1.5351987
2355,349.25246,350.21326,1258.8954,339.44061,1.4885261
2356,349.08951,350.05186,1258.9336,339.43613,1.44192
2357,348.9328,349.89473,1259.0158,339.43168,1.4127082
2358,348.77303,349.73338,1259.1227,339.42728,1.3941673
2359,348.60614,349.56425,1259.2429,339.42292,1.3806963
2360,348.43205,349.38748,1259.3716,339.41859,1.3714143
2361,348.25157,349.20408,1259.5045,339.41431,1.4155172
2362,348.05761,349.00921,1259.59,339.41006,1.4862598
2363,347.8521,348.80602,1259.6014,339.40585,1.5180374
2364,347.65149,348.60917,1259.5795,339.40169,1.5243205
2365,347.46416,348.42581,1259.553,339.39755,1.5050244
2366,347.29158,348.25637,1259.5458,339.39346,1.4584008
2367,347.13266,348.09859,1259.5835,339.38941,1.4118427
2368,346.97988,347.94498,1259.6651,339.38539,1.3826778
2369,346.82396,347.78711,1259.7715,339.3814,1.3641828
2370,346.66092,347.62145,1259.8912,339.37746,1.3507568
2371,346.49069,347.44817,1260.0194,339.37355,1.3415194
2372,346.31408,347.26827,1260.1518,339.36967,1.3856665
2373,346.12408,347.07699,1260.2368,339.36583,1.4564537
2374,345.92264,346.87749,1260.2477,339.36203,1.4882766
2375,345.72612,346.68435,1260.2253,339.35826,1.4946058
2376,345.54283,346.50464,1260.1984,339.35452,1.4753562
2377,345.37419,346.33875,1260.1906,339.35082,1.4287788
2378,345.21907,346.18441,1260.2279,339.34715,1.3822662
2379,345.06998,346.03416,1260.309,339.34352,1.3531455
2380,344.91772,345.8796,1260.4149,339.33992,1.3346937
2381,344.75831,345.71725,1260.5342,339.33635,1.3213103
2382,344.59171,345.54729,1260.6618,339.33281,1.3121148
2383,344.41875,345.37072,1260.7938,339.32931,1.3563036
2384,344.23249,345.18286,1260.8784,339.32583,1.4271328
2385,344.03491,344.98687,1260.8888,339.32239,1.4589986
2386,343.84227,344.79727,1260.866,339.31898,1.4653715
2387,343.6628,344.62105,1260.8385,339.31561,1.4461659
2388,343.49789,344.45856,1260.8303,339.31226,1.3996323
2389,343.34637,344.3075,1260.8671,339.30894,1.3531626
2390,343.20077,344.16044,1260.9477,339.30565,1.3240838
2391,343.05195,344.00903,1261.0532,339.3024,1.3056729
2392,342.89597,343.84983,1261.172,339.29917,1.2923295
2393,342.73282,343.68304,1261.2992,339.29597,1.2831738
2394,342.56331,343.50965,1261.4307,339.2928,1.327402
2395,342.38059,343.32505,1261.5149,339.28966,1.3982709
2396,342.18667,343.13243,1261.5249,339.28655,1.4301773
2397,341.99771,342.9462,1261.5016,339.28347,1.4365916
2398,341.82187,342.77331,1261.4738,339.28041,1.4174278
2399,341.6605,342.61407,1261.4651,339.27738,1.3709357
2400,341.51238,342.46614,1261.5014,339.27438,1.3245067
2401,341.37009,342.32213,1261.5816,339.27141,1.2954676
2402,341.22453,342.17373,1261.6867,339.26847,1.2770954
2403,341.07181,342.01754,1261.805,339.26555,1.26379
2404,340.91191,341.85376,1261.9318,339.26265,1.2546718
2405,340.74568,341.68342,1262.0629,339.25979,1.2989374
2406,340.56632,341.50194,1262.1467,339.25695,1.3698439
2407,340.37588,341.31253,1262.1563,339.25413,1.4017889
2408,340.19043,341.12955,1262.1326,339.25135,1.4082426
2409,340.01804,340.95985,1262.1043,339.24858,1.3891185
2410,339.86002,340.80371,1262.0953,339.24584,1.3426659
2411,339.71514,340.65878,1262.1311,339.24313,1.2962756
2412,339.57599,340.51768,1262.2109,339.24044,1.2672741
2413,339.43352,340.37215,1262.3155,339.23778,1.2489386
2414,339.28389,340.21884,1262.4335,339.23514,1.2356693
2415,339.12709,340.05795,1262.5599,339.23252,1.2265868
2416,338.96397,339.89052,1262.6906,339.22993,1.2708877
2417,338.78781,339.71203,1262.7739,339.22736,1.3418299
2418,338.60068,339.52571,1262.7831,339.22482,1.3738116
2419,338.41856,339.34583,1262.7591,339.2223,1.3803028
2420,338.24947,339.17919,1262.7304,339.2198,1.3612165
2421,338.09465,339.02602,1262.7209,339.21732,1.3148016
2422,337.95285,338.88397,1262.7564,339.21487,1.2684481
2423,337.81668,338.74565,1262.8358,339.21244,1.2394825
2424,337.67716,338.60288,1262.94,339.21003,1.2211819
2425,337.53046,338.45232,1263.0575,339.20764,1.207947
2426,337.3766,338.2942,1263.1836,339.20528,1.1988983
2427,337.21645,338.12955,1263.3139,339.20293,1.2432329
2428,337.04334,337.95392,1263.3969,339.20061,1.3142091
2429,336.85937,337.77057,1263.4057,339.19831,1.3462257
2430,336.68044,337.59367,1263.3813,339.19603,1.3527526
2431,336.51448,337.42997,1263.3522,339.19377,1.3337025
2432,336.36272,337.27966,1263.3424,339.19153,1.2873235
2433,336.22386,337.14036,1263.3774,339.18931,1.2410052
2434,336.09053,337.00472,1263.4564,339.18711,1.2120738
2435,335.9538,336.86458,1263.5603,339.18493,1.1938065
2436,335.8099,336.71666,1263.6774,339.18277,1.1806041
2437,335.65885,336.5612,1263.8031,339.18064,1.1715877
2438,335.50152,336.39922,1263.9331,339.17852,1.2159544
2439,335.33132,336.22635,1264.0157,339.17642,1.286963
2440,335.15038,336.04585,1264.0241,339.17433,1.3190129
2441,334.97449,335.87182,1263.9994,339.17227,1.3255741
2442,334.81154,335.71094,1263.9699,339.17023,1.3065585
2443,334.66269,335.56338,1263.9597,339.1682,1.2602139
2444,334.52663,335.42672,1263.9944,339.1662,1.2139293
2445,334.39602,335.29364,1264.0731,339.16421,1.1850304
2446,334.26197,335.15604,1264.1765,339.16224,1.1667949
2447,334.12073,335.01065,1264.2933,339.16029,1.1536237
2448,333.97236,334.85773,1264.4187,339.15835,1.144638
2449,333.81773,334.69833,1264.5483,339.15643,1.1890353
2450,333.65032,334.52811,1264.6306,339.15453,1.2600749
2451,333.47227,334.35035,1264.6387,339.15265,1.2921567
2452,333.2993,334.17908,1264.6136,339.15079,1.2987506
2453,333.13922,334.02092,1264.5838,339.14894,1.2797681
2454,332.99317,333.876,1264.5732,339.14711,1.2334564
2455,332.85979,333.74189,1264.6076,339.14529,1.187204
2456,332.73177,333.61127,1264.6858,339.14349,1.1583364
2457,332.60027,333.4761,1264.789,339.14171,1.1401312
2458,332.46158,333.33315,1264.9054,339.13995,1.1269898
2459,332.31578,333.18269,1265.0304,339.1382,1.1180336
2460,332.16373,333.02576,1265.1597,339.13646,1.16246
2461,331.99898,332.85808,1265.2417,339.13475,1.2335292
2462,331.82371,332.68296,1265.2495,339.13304,1.2656416
2463,331.65354,332.51436,1265.224,339.13136,1.2722669
2464,331.49623,332.35883,1265.1939,339.12969,1.2533163
2465,331.35285,332.21645,1265.183,339.12803,1.2070362
2466,331.22204,332.08479,1265.217,339.12639,1.1608147
2467,331.0965,331.95654,1265.2949,339.12476,1.131977
2468,330.96744,331.82371,1265.3977,339.12315,1.1138009
2469,330.8312,331.68311,1265.5138,339.12155,1.1006879
2470,330.68785,331.535,1265.6385,339.11997,1.0917598
2471,330.53827,331.38045,1265.7675,339.1184,1.1362143
2472,330.37608,331.21523,1265.8491,339.11685,1.2073119
2473,330.20347,331.04267,1265.8566,339.11531,1.2394536
2474,330.036,330.87664,1265.8309,339.11379,1.2461091
2475,329.88133,330.72364,1265.8004,339.11227,1.227189
2476,329.74052,330.58372,1265.7892,339.11078,1.1809393
2477,329.61218,330.45441,1265.8229,339.10929,1.1347475
2478,329.48902,330.32845,1265.9005,339.10782,1.1059385
2479,329.3623,330.19788,1266.0029,339.10636,1.0877903
2480,329.2284,330.05953,1266.1187,339.10492,1.0747046
2481,329.08741,329.9137,1266.2431,339.10349,1.0658035
2482,328.9402,329.76144,1266.3718,339.10207,1.1102848
2483,328.78047,329.5986,1266.4531,339.10067,1.1814096
2484,328.61043,329.4285,1266.4603,339.09927,1.2135796
2485,328.44554,329.26495,1266.4342,339.0979,1.2202641
2486,328.29343,329.11439,1266.4035,339.09653,1.2013734
2487,328.15509,328.97684,1266.3919,339.09517,1.155153
2488,328.02911,328.84981,1266.4253,339.09383,1.1089897
2489,327.90823,328.72606,1266.5026,339.0925,1.0802083
2490,327.78377,328.59766,1266.6047,339.09118,1.0620869
2491,327.65211,328.46149,1266.7202,339.08988,1.0490275
2492,327.51338,328.31785,1266.8443,339.08858,1.0401523
2493,327.36845,328.16781,1266.9727,339.0873,1.0846594
2494,327.21108,328.00726,1267.0538,339.08603,1.1558104
2495,327.04351,327.83954,1267.0607,339.08477,1.1880074
2496,326.88112,327.6784,1267.0343,339.08352,1.1947199
2497,326.73146,327.53021,1267.0033,339.08229,1.1758577
2498,326.59551,327.39495,1266.9914,339.08106,1.1296654
2499,326.47181,327.27012,1267.0245,339.07985,1.0835297
2500,326.41262,327.2098,1267.0549,339.07925,1.0661318
